ds,yhat,yhat_lower,yhat_upper
2024-03-21,5.043897659243472,4.920404107003005,5.170620541518057
2024-03-22,5.043461030818284,4.9191561262170485,5.166673220860555
2024-03-25,5.0437861457104605,4.915695087849438,5.163612538644689
2024-03-26,5.040226318782985,4.910147326097838,5.169369241188455
2024-03-27,5.039092804361146,4.914132891124993,5.168747646704386
2024-03-28,5.035018870992974,4.920529064819762,5.157757382420528
2024-04-01,5.045751670986392,4.920119559112288,5.173293292132862
2024-04-02,5.045910821683851,4.915469168538081,5.175887710388403
2024-04-03,5.0487511972089445,4.9213763640435895,5.169035151353276
2024-04-04,5.048821383316172,4.927054697389869,5.182017802652791
2024-04-05,5.054589734597118,4.92245581496575,5.175667754081232
2024-04-08,5.076076343656885,4.9523028033642325,5.212614990362391
2024-04-09,5.079925844776427,4.953700364609165,5.209233551172509
2024-04-10,5.086125790066094,4.953943827451407,5.212448481979606
2024-04-11,5.089160352868309,4.9648665690139016,5.223655084479916
2024-04-12,5.097443275783148,4.9652242989519255,5.21860717982237
2024-04-15,5.123397774794306,4.994681279647403,5.251739682150425
2024-04-16,5.127646685013532,5.004044006647093,5.258502961136225
2024-04-17,5.133700208764006,5.009685290705576,5.259869077752206
2024-04-18,5.136060495960128,5.004474265173765,5.27397233441
2024-04-19,5.14317080434042,5.021133989036647,5.285780714176651
2024-04-22,5.163063985796996,5.031835468136169,5.29043105206184
2024-04-23,5.164634556350827,5.043953378538341,5.2799170321333895
2024-04-24,5.167790741201784,5.039860948071514,5.291535250717091
2024-04-25,5.167105972540331,5.039943367319937,5.287112968415704
2024-04-26,5.171095755622735,5.043129622531679,5.299275683777879
2024-04-29,5.181873289316541,5.057238786522418,5.316652325390236
2024-04-30,5.1807003725542025,5.053195118228125,5.3004994408436845
2024-05-02,5.178444480993003,5.0574028396461586,5.304699424429538
2024-05-03,5.180527392485999,5.053408272069561,5.301957234069498
2024-05-06,5.187670426777249,5.065630895680434,5.3171488883571945
2024-05-07,5.1859949891379085,5.065484398847888,5.313299288516102
2024-05-08,5.186481137801842,5.054947739429207,5.305314607640177
2024-05-09,5.1837216667140344,5.046696442967858,5.317022728150567
2024-05-10,5.186234733103112,5.057860103787801,5.311354009870165
2024-05-13,5.195961310833766,5.070577557076394,5.307994669614741
2024-05-14,5.195425472605976,5.073677748759139,5.3206785507425245
2024-05-15,5.1971097566109785,5.068085761991928,5.318070153637726
2024-05-16,5.19555915679501,5.072658563582675,5.324029366397451
2024-05-17,5.199246514314992,5.074710357157595,5.327359312232893
2024-05-20,5.211900224000509,5.09125526565414,5.338483538485982
